,SnomedCTConceptId,medcodeid,Observations,OrigReadCode,CleansedReadCode,Term.x,SnomedDescriptionId,Release,EmisCodeCategoryId,Term.y,Disease,Otherinstructions,origin,Comments
75,24471000000103,8012071000006112,1,^ESCTTY801207,NA,Type II diabetes on insulin,1667901000000114,NA,31,Type 2 diabetes on insulin (finding),Diabetes Type Two,,['Manchester'],diabetes-type-ii.snomed.txt
76,24481000000101,8012081000006110,300,^ESCTTY801208,NA,Type 2 diabetic on diet only,2201281000000117,NA,1,Type 2 diabetes on diet only (finding),Diabetes Type Two,,['Manchester'],diabetes-type-ii.snomed.txt
77,24481000000101,8012091000006113,600,^ESCTTY801209,NA,Type II diabetes on diet only,1667911000000111,NA,1,Type 2 diabetes on diet only (finding),Diabetes Type Two,,['Manchester'],diabetes-type-ii.snomed.txt
78,279321000000104,479571000000110,300000,66Ao,66Ao.00,Diabetes type 2 review,479571000000110,NA,1,diabetes type 2 review,Diabetes Type Two,,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesSplitIntoType1or2
79,279321000000104,8084961000006111,4,^ESCTDI808496,NA,Diabetes type II review,1667931000000115,NA,1,diabetes type 2 review,Diabetes Type Two,,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesSplitIntoType1or2
80,313436004,616511000006110,80000,C1001,C100100,"Diabetes mellitus, adult onset, no mention of complication",457329019,NA,32,Non-insulin-dependent diabetes mellitus without complication,Diabetes Type Two,,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesSplitIntoType1or2 AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesSplitIntoType1or2
83,313436004,85011000006119,80,C1099-1,C109911,Type II diabetes mellitus without complication,457330012,NA,32,Non-insulin-dependent diabetes mellitus without complication,Diabetes Type Two,,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesSplitIntoType1or2 AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesSplitIntoType1or2
86,313436004,457328010,5000,C1099,C109900,Non-insulin-dependent diabetes mellitus without complication,457328010,NA,32,Non-insulin-dependent diabetes mellitus without complication,Diabetes Type Two,,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesSplitIntoType1or2 AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesSplitIntoType1or2
89,313436004,457330012,1000,C10F9-1,C10F911,Type II diabetes mellitus without complication,457330012,NA,32,Non-insulin-dependent diabetes mellitus without complication,Diabetes Type Two,,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesSplitIntoType1or2 AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesSplitIntoType1or2
92,313436004,84641000006112,90,C1099-2,C109912,Type 2 diabetes mellitus without complication,457329019,NA,32,Non-insulin-dependent diabetes mellitus without complication,Diabetes Type Two,,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesSplitIntoType1or2 AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesSplitIntoType1or2
95,313436004,457329019,10000,C10F9,C10F900,Type 2 diabetes mellitus without complication,457329019,NA,32,Non-insulin-dependent diabetes mellitus without complication,Diabetes Type Two,,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesSplitIntoType1or2 AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesSplitIntoType1or2
98,314194001,458512016,300000,66AV,66AV.00,Diabetic on insulin and oral treatment,458512016,NA,1,Diabetic on insulin and oral treatment,Diabetes Type Two,,['Lauren_codelist'],snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesSplitIntoType1or2
100,314902007,84961000006116,20,C109F-1,C109F11,Type II diabetes mellitus with peripheral angiopathy,459306016,NA,32,Type 2 diabetes mellitus with peripheral angiopathy,Diabetes Type Two,,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesSplitIntoType1or2 AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesSplitIntoType1or2
102,314902007,84591000006119,8,C109F-2,C109F12,Type 2 diabetes mellitus with peripheral angiopathy,459308015,NA,32,Type 2 diabetes mellitus with peripheral angiopathy,Diabetes Type Two,,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesSplitIntoType1or2 AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesSplitIntoType1or2
104,314902007,280561000006111,80,C109F,C109F00,Non-insulin-dependent diabetes mellitus with peripheral angiopathy,459307013,NA,32,Type 2 diabetes mellitus with peripheral angiopathy,Diabetes Type Two,,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesSplitIntoType1or2 AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesSplitIntoType1or2
106,314902007,459306016,60,C10FF-1,C10FF11,Type II diabetes mellitus with peripheral angiopathy,459306016,NA,32,Type 2 diabetes mellitus with peripheral angiopathy,Diabetes Type Two,,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesSplitIntoType1or2 AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesSplitIntoType1or2
108,314902007,459308015,300,C10FF,C10FF00,Type 2 diabetes mellitus with peripheral angiopathy,459308015,NA,32,Type 2 diabetes mellitus with peripheral angiopathy,Diabetes Type Two,,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesSplitIntoType1or2 AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesSplitIntoType1or2
110,314903002,459311019,50,C10FG-1,C10FG11,Type II diabetes mellitus with arthropathy,459311019,NA,32,Non-insulin dependent diabetes mellitus with arthropathy,Diabetes Type Two,,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesSplitIntoType1or2 AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesSplitIntoType1or2
113,314903002,459310018,200,C10FG,C10FG00,Type 2 diabetes mellitus with arthropathy,459310018,NA,32,Non-insulin dependent diabetes mellitus with arthropathy,Diabetes Type Two,,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesSplitIntoType1or2 AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesSplitIntoType1or2
116,314903002,84861000006112,3,C109G-1,C109G11,Type II diabetes mellitus with arthropathy,459311019,NA,32,Non-insulin dependent diabetes mellitus with arthropathy,Diabetes Type Two,,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesSplitIntoType1or2 AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesSplitIntoType1or2
119,314903002,14078401000006119,3,^ESCT1407840,NA,Arthropathy due to type 2 diabetes mellitus,3866404015,NA,32,Non-insulin dependent diabetes mellitus with arthropathy,Diabetes Type Two,,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesSplitIntoType1or2 AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesSplitIntoType1or2
122,314903002,459309011,8,C109G,C109G00,Non-insulin dependent diabetes mellitus with arthropathy,459309011,NA,32,Non-insulin dependent diabetes mellitus with arthropathy,Diabetes Type Two,,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesSplitIntoType1or2 AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesSplitIntoType1or2
125,314903002,84491000006118,10,C109G-2,C109G12,Type 2 diabetes mellitus with arthropathy,459310018,NA,32,Non-insulin dependent diabetes mellitus with arthropathy,Diabetes Type Two,,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesSplitIntoType1or2 AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesSplitIntoType1or2
128,314904008,459313016,900,C10FH,C10FH00,Type 2 diabetes mellitus with neuropathic arthropathy,459313016,NA,32,Type 2 diabetes mellitus with neuropathic arthropathy,Diabetes Type Two,,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesSplitIntoType1or2 AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesSplitIntoType1or2
130,314904008,84941000006115,10,C109H-1,C109H11,Type II diabetes mellitus with neuropathic arthropathy,459312014,NA,32,Type 2 diabetes mellitus with neuropathic arthropathy,Diabetes Type Two,,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesSplitIntoType1or2 AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesSplitIntoType1or2
132,314904008,84571000006115,20,C109H-2,C109H12,Type 2 diabetes mellitus with neuropathic arthropathy,459313016,NA,32,Type 2 diabetes mellitus with neuropathic arthropathy,Diabetes Type Two,,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesSplitIntoType1or2 AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesSplitIntoType1or2
134,314904008,459312014,40,C10FH-1,C10FH11,Type II diabetes mellitus with neuropathic arthropathy,459312014,NA,32,Type 2 diabetes mellitus with neuropathic arthropathy,Diabetes Type Two,,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesSplitIntoType1or2 AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesSplitIntoType1or2
136,314904008,281181000006116,20,C109H,C109H00,Non-insulin dependent diabetes mellitus with neuropathic arthropathy,459314010,NA,32,Type 2 diabetes mellitus with neuropathic arthropathy,Diabetes Type Two,,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesSplitIntoType1or2 AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesSplitIntoType1or2
141,395204000,850691000006118,500,C109K,C109K00,Hyperosmolar non-ketotic state in type 2 diabetes mellitus,1488898011,NA,32,hyperosmolar non-ketotic state in type 2 diabetes mellitus,Diabetes Type Two,,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesSplitIntoType1or2
142,395204000,1488898011,1000,C10FK,C10FK00,Hyperosmolar non-ketotic state in type 2 diabetes mellitus,1488898011,NA,32,hyperosmolar non-ketotic state in type 2 diabetes mellitus,Diabetes Type Two,,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesSplitIntoType1or2
