,SnomedCTConceptId,medcodeid,Observations,OrigReadCode,CleansedReadCode,Term.x,SnomedDescriptionId,Release,EmisCodeCategoryId,Term.y,Disease,Otherinstructions,origin,Comments
11,11101003,89731000006112,2000,7928y,7928y00,Transluminal balloon angioplasty of coronary artery OS,19234014,NA,32,Transluminal balloon angioplasty of coronary artery NOS,Coronary Heart Disease AND Ischaemic heart disease,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_separateOut.csv AND snomed_for_LW_codelist_using_Pieta_powerQuery_separateOut.csv
12,11101003,2676641000006116,9,^ESCTPE267664,NA,Percutaneous angioplasty of coronary artery,1219586014,NA,32,Transluminal balloon angioplasty of coronary artery OS,Coronary Heart Disease AND Ischaemic heart disease,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_separateOut.csv AND snomed_for_LW_codelist_using_Pieta_powerQuery_separateOut.csv
13,11101003,2676641000006116,9,^ESCTPE267664,NA,Percutaneous angioplasty of coronary artery,1219586014,NA,32,Transluminal balloon angioplasty of coronary artery NOS,Coronary Heart Disease AND Ischaemic heart disease,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_separateOut.csv AND snomed_for_LW_codelist_using_Pieta_powerQuery_separateOut.csv
14,11101003,2676611000006115,2,^ESCTBA267661,NA,Balloon angioplasty of coronary artery,357438017,NA,32,Transluminal balloon angioplasty of coronary artery OS,Coronary Heart Disease AND Ischaemic heart disease,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_separateOut.csv AND snomed_for_LW_codelist_using_Pieta_powerQuery_separateOut.csv
15,11101003,2676611000006115,2,^ESCTBA267661,NA,Balloon angioplasty of coronary artery,357438017,NA,32,Transluminal balloon angioplasty of coronary artery NOS,Coronary Heart Disease AND Ischaemic heart disease,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_separateOut.csv AND snomed_for_LW_codelist_using_Pieta_powerQuery_separateOut.csv
16,11101003,238821000006111,20000,7928-1,7928.11,Percutaneous balloon coronary angioplasty,19234014,NA,32,Transluminal balloon angioplasty of coronary artery OS,Coronary Heart Disease AND Ischaemic heart disease,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_separateOut.csv AND snomed_for_LW_codelist_using_Pieta_powerQuery_separateOut.csv
17,11101003,238821000006111,20000,7928-1,7928.11,Percutaneous balloon coronary angioplasty,19234014,NA,32,Transluminal balloon angioplasty of coronary artery NOS,Coronary Heart Disease AND Ischaemic heart disease,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_separateOut.csv AND snomed_for_LW_codelist_using_Pieta_powerQuery_separateOut.csv
18,11101003,865291000006117,7000,7928-99,7928.99,Coronary Angioplasty,8.65291E+14,NA,32,Transluminal balloon angioplasty of coronary artery OS,Coronary Heart Disease AND Ischaemic heart disease,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_separateOut.csv AND snomed_for_LW_codelist_using_Pieta_powerQuery_separateOut.csv
19,11101003,865291000006117,7000,7928-99,7928.99,Coronary Angioplasty,8.65291E+14,NA,32,Transluminal balloon angioplasty of coronary artery NOS,Coronary Heart Disease AND Ischaemic heart disease,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_separateOut.csv AND snomed_for_LW_codelist_using_Pieta_powerQuery_separateOut.csv
20,11101003,2676631000006114,50,^ESCTPT267663,NA,PTCA - Percutaneous transluminal coronary angioplasty,1219585013,NA,32,Transluminal balloon angioplasty of coronary artery OS,Coronary Heart Disease AND Ischaemic heart disease,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_separateOut.csv AND snomed_for_LW_codelist_using_Pieta_powerQuery_separateOut.csv
21,11101003,2676631000006114,50,^ESCTPT267663,NA,PTCA - Percutaneous transluminal coronary angioplasty,1219585013,NA,32,Transluminal balloon angioplasty of coronary artery NOS,Coronary Heart Disease AND Ischaemic heart disease,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_separateOut.csv AND snomed_for_LW_codelist_using_Pieta_powerQuery_separateOut.csv
22,11101003,2676621000006111,9,^ESCTPE267662,NA,Percutaneous transluminal coronary balloon angioplasty,1219584012,NA,32,Transluminal balloon angioplasty of coronary artery OS,Coronary Heart Disease AND Ischaemic heart disease,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_separateOut.csv AND snomed_for_LW_codelist_using_Pieta_powerQuery_separateOut.csv
23,11101003,2676621000006111,9,^ESCTPE267662,NA,Percutaneous transluminal coronary balloon angioplasty,1219584012,NA,32,Transluminal balloon angioplasty of coronary artery NOS,Coronary Heart Disease AND Ischaemic heart disease,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_separateOut.csv AND snomed_for_LW_codelist_using_Pieta_powerQuery_separateOut.csv
24,11101003,271148018,7000,7928z,7928z00,Transluminal balloon angioplasty of coronary artery NOS,19234014,NA,32,Transluminal balloon angioplasty of coronary artery OS,Coronary Heart Disease AND Ischaemic heart disease,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_separateOut.csv AND snomed_for_LW_codelist_using_Pieta_powerQuery_separateOut.csv
25,11101003,271148018,7000,7928z,7928z00,Transluminal balloon angioplasty of coronary artery NOS,19234014,NA,32,Transluminal balloon angioplasty of coronary artery NOS,Coronary Heart Disease AND Ischaemic heart disease,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_separateOut.csv AND snomed_for_LW_codelist_using_Pieta_powerQuery_separateOut.csv
26,11101003,89711000006118,100000,7928,7928,Percutaneous transluminal coronary angioplasty,19234014,NA,32,Transluminal balloon angioplasty of coronary artery OS,Coronary Heart Disease AND Ischaemic heart disease,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_separateOut.csv AND snomed_for_LW_codelist_using_Pieta_powerQuery_separateOut.csv
27,11101003,89711000006118,100000,7928,7928,Percutaneous transluminal coronary angioplasty,19234014,NA,32,Transluminal balloon angioplasty of coronary artery NOS,Coronary Heart Disease AND Ischaemic heart disease,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_separateOut.csv AND snomed_for_LW_codelist_using_Pieta_powerQuery_separateOut.csv
28,1163420005,14546511000006116,1,^ESCT1454651,NA,Postmyocardial infarction pericardial effusion,4596779013,NA,32,Pericardial effusion following myocardial infarction (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
29,1163440003,NA,NA,NA,NA,NA,NA,NA,NA,Postoperative acute myocardial infarction (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
30,117051000119103,8036721000006118,300,^ESCTCH803672,NA,Chronic total occlusion of coronary artery,3322956013,NA,32,Chronic total occlusion of coronary artery (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
31,1204151009,NA,NA,NA,NA,NA,NA,NA,NA,Acute inferior non-ST segment elevation myocardial infarction of right ventricle (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
32,1204152002,14741971000006110,20,^ESCT1474197,NA,Acute inferior non-ST segment elevation myocardial infarction,4952475012,NA,32,Acute inferior non-ST segment elevation myocardial infarction (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
33,1204154001,NA,NA,NA,NA,NA,NA,NA,NA,Acute anterior non-ST segment elevation myocardial infarction with right ventricular involvement (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
34,1204155000,14742011000006111,10,^ESCT1474201,NA,Acute anterior non-ST segment elevation myocardial infarction,4952482011,NA,32,Acute anterior non-ST segment elevation myocardial infarction (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
35,1204222000,NA,NA,NA,NA,NA,NA,NA,NA,Acute non-ST segment elevation myocardial infarction of right ventricle (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
36,1208867006,14752451000006117,10,^ESCT1475245,NA,Ventricular thrombus following acute myocardial infarction,5013229011,NA,32,Ventricular thrombus following acute myocardial infarction (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
37,1208872002,NA,NA,NA,NA,NA,NA,NA,NA,Subsequent anterior non-ST segment elevation myocardial infarction (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
38,1208873007,NA,NA,NA,NA,NA,NA,NA,NA,Subsequent inferior non-ST segment elevation myocardial infarction (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
39,12238111000119106,12122331000006116,80,^ESCT1212233,NA,Acute ST segment elevation myocardial infarction of inferolateral wall,3646299014,NA,32,Acute ST segment elevation myocardial infarction of inferolateral wall (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
40,12238151000119108,NA,NA,NA,NA,NA,NA,NA,NA,Acute ST segment elevation myocardial infarction of inferoposterior wall (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
41,123641001,4354131000006110,50,^ESCTLE435413,NA,Left coronary artery occlusion,192130016,NA,32,Left coronary artery occlusion (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
42,123642008,4354151000006115,300,^ESCTRI435415,NA,Right coronary artery occlusion,192131017,NA,32,Right coronary artery occlusion (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
43,1254657004,NA,NA,NA,NA,NA,NA,NA,NA,Stenosis of proximal portion of right coronary artery (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
44,1254658009,NA,NA,NA,NA,NA,NA,NA,NA,Stenosis of mid portion of right coronary artery (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
45,1254659001,NA,NA,NA,NA,NA,NA,NA,NA,Stenosis of distal portion of right coronary artery (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
46,1254660006,NA,NA,NA,NA,NA,NA,NA,NA,Stenosis of marginal branch of right coronary artery (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
47,1254661005,NA,NA,NA,NA,NA,NA,NA,NA,Stenosis of posterior lateral branch of right coronary artery (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
48,1254662003,NA,NA,NA,NA,NA,NA,NA,NA,Stenosis of posterior descending branch of right coronary artery (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
49,1254663008,NA,NA,NA,NA,NA,NA,NA,NA,Stenosis of distal portion of anterior descending branch of left coronary artery (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
50,1254666000,NA,NA,NA,NA,NA,NA,NA,NA,Stenosis of ostium of right coronary artery (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
51,1255256006,NA,NA,NA,NA,NA,NA,NA,NA,Stenosis of proximal portion of circumflex branch of left coronary artery (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
52,1255257002,NA,NA,NA,NA,NA,NA,NA,NA,Stenosis of mid portion of circumflex branch of left coronary artery (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
53,1255258007,NA,NA,NA,NA,NA,NA,NA,NA,Stenosis of distal portion of circumflex branch of left coronary artery (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
54,1255265004,NA,NA,NA,NA,NA,NA,NA,NA,Stenosis of proximal portion of anterior descending branch of left coronary artery (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
55,1255266003,NA,NA,NA,NA,NA,NA,NA,NA,Stenosis of mid portion of anterior descending branch of left coronary artery (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
56,1255569006,NA,NA,NA,NA,NA,NA,NA,NA,Stenosis of ostium of left main coronary artery (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
57,1255621004,NA,NA,NA,NA,NA,NA,NA,NA,Stenosis of distal segment of left coronary artery main stem (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
58,1255622006,NA,NA,NA,NA,NA,NA,NA,NA,Stenosis of mid segment of left coronary artery main stem (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
59,1255623001,15025581000006113,1,^ESCT1502558,NA,Stenosis of ostium of anterior descending branch of left coronary artery,5147872015,NA,32,Stenosis of ostium of anterior descending branch of left coronary artery (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
60,1255624007,NA,NA,NA,NA,NA,NA,NA,NA,Stenosis of ostium of circumflex branch of left coronary artery (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
61,129574000,455423016,100,G38z,G38z.00,"Postoperative myocardial infarction, unspecified",208365015,NA,32,Postoperative myocardial infarction,Coronary Heart Disease AND Ischaemic heart disease,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_separateOut.csv AND snomed_for_LW_codelist_using_Pieta_powerQuery_separateOut.csv
62,129574000,455423016,100,G38z,G38z.00,"Postoperative myocardial infarction, unspecified",208365015,NA,32,"Postoperative myocardial infarction, unspecified",Coronary Heart Disease AND Ischaemic heart disease,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_separateOut.csv AND snomed_for_LW_codelist_using_Pieta_powerQuery_separateOut.csv
63,129574000,212081000006112,3,G382,G382.00,Postoperative transmural myocardial infarction other sites,208365015,NA,32,Postoperative myocardial infarction,Coronary Heart Disease AND Ischaemic heart disease,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_separateOut.csv AND snomed_for_LW_codelist_using_Pieta_powerQuery_separateOut.csv
64,129574000,212081000006112,3,G382,G382.00,Postoperative transmural myocardial infarction other sites,208365015,NA,32,"Postoperative myocardial infarction, unspecified",Coronary Heart Disease AND Ischaemic heart disease,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_separateOut.csv AND snomed_for_LW_codelist_using_Pieta_powerQuery_separateOut.csv
65,129574000,212091000006110,10,G383,G383.00,Postoperative transmural myocardial infarction unspec site,208365015,NA,32,Postoperative myocardial infarction,Coronary Heart Disease AND Ischaemic heart disease,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_separateOut.csv AND snomed_for_LW_codelist_using_Pieta_powerQuery_separateOut.csv
66,129574000,212091000006110,10,G383,G383.00,Postoperative transmural myocardial infarction unspec site,208365015,NA,32,"Postoperative myocardial infarction, unspecified",Coronary Heart Disease AND Ischaemic heart disease,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_separateOut.csv AND snomed_for_LW_codelist_using_Pieta_powerQuery_separateOut.csv
67,129574000,208365015,800,G38,G38..00,Postoperative myocardial infarction,208365015,NA,32,Postoperative myocardial infarction,Coronary Heart Disease AND Ischaemic heart disease,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_separateOut.csv AND snomed_for_LW_codelist_using_Pieta_powerQuery_separateOut.csv
68,129574000,208365015,800,G38,G38..00,Postoperative myocardial infarction,208365015,NA,32,"Postoperative myocardial infarction, unspecified",Coronary Heart Disease AND Ischaemic heart disease,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_separateOut.csv AND snomed_for_LW_codelist_using_Pieta_powerQuery_separateOut.csv
69,130541000119100,8041051000006118,20,^ESCTHI804105,NA,History of placement of stent in coronary artery bypass graft,3447385012,NA,32,History of placement of stent in coronary artery bypass graft (situation),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
70,139011000119104,NA,NA,NA,NA,NA,NA,NA,NA,Coronary arteriosclerosis following coronary artery bypass graft (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
71,15712841000119100,9843951000006115,6,^ESCTAC984395,NA,Acute ST segment elevation myocardial infarction of posterolateral wall,3041039014,NA,32,Acute ST segment elevation myocardial infarction of posterolateral wall (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
72,15712881000119104,NA,NA,NA,NA,NA,NA,NA,NA,Acute ST segment elevation myocardial infarction of anterolateral wall (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
73,15712921000119104,NA,NA,NA,NA,NA,NA,NA,NA,Acute ST segment elevation myocardial infarction of lateral wall (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
74,15712961000119108,9843991000006114,10,^ESCTAC984399,NA,Acute ST segment elevation myocardial infarction of anteroseptal wall,3041144017,NA,32,Acute ST segment elevation myocardial infarction of anteroseptal wall (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
75,15713041000119104,NA,NA,NA,NA,NA,NA,NA,NA,Acute ST segment elevation myocardial infarction of posterior wall (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
76,15713081000119108,9844021000006110,1,^ESCTAC984402,NA,Acute ST segment elevation myocardial infarction due to left coronary artery occlusion,3082859010,NA,32,Acute ST segment elevation myocardial infarction due to left coronary artery occlusion (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
77,15713121000119104,NA,NA,NA,NA,NA,NA,NA,NA,Acute ST segment elevation myocardial infarction due to right coronary artery occlusion (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
78,15713161000119100,9844071000006111,4,^ESCTAC984407,NA,Acute ST segment elevation myocardial infarction of septum,3082468018,NA,32,Acute ST segment elevation myocardial infarction of septum (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
79,15713201000119104,NA,NA,NA,NA,NA,NA,NA,NA,Acute ST segment elevation myocardial infarction of posterobasal wall (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
80,15960981000119104,NA,NA,NA,NA,NA,NA,NA,NA,Mural thrombus of left ventricle following acute myocardial infarction (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
81,15990001,967931000006114,300,G30B,G30B.00,Acute myocardial infarction of posterolateral wall,27071012,NA,32,Acute posterolateral myocardial infarction,Coronary Heart Disease AND Ischaemic heart disease,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_separateOut.csv AND snomed_for_LW_codelist_using_Pieta_powerQuery_separateOut.csv
82,161502000,810811000006116,20000,14A3,14A3.00,H/O: myocardial infarct at less than 60,251675010,NA,32,H/O: myocardial infarct <60,Coronary Heart Disease AND Ischaemic heart disease,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_separateOut.csv AND snomed_for_LW_codelist_using_Pieta_powerQuery_separateOut.csv
83,161503005,810821000006112,20000,14A4,14A4.00,H/O: myocardial infarct at greater than 60,251678012,NA,32,H/O: myocardial infarct at greater than 60,Ischaemic heart disease,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_separateOut.csv
84,1641000119107,NA,NA,NA,NA,NA,NA,NA,NA,Coronary arteriosclerosis in native artery (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
85,16415081000119104,14488861000006119,2,^ESCT1448886,NA,Supraventricular tachycardia following acute myocardial infarction,4573825014,NA,32,Supraventricular tachycardia following acute myocardial infarction (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
86,164865005,256460011,1000,323Z,323Z.00,ECG: myocardial infarct NOS,256452010,NA,3,ECG: myocardial infarction,Ischaemic heart disease,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_separateOut.csv
87,164865005,256452010,6000,323,323..00,ECG: myocardial infarction,256452010,NA,3,ECG: myocardial infarction,Ischaemic heart disease,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_separateOut.csv
88,164867002,256454011,5000,3232,3232,ECG: old myocardial infarction,256454011,NA,3,Electrocardiographic old myocardial infarction (finding),Coronary Heart Disease,NA,['ManchesterChariot_edh_cvd'],CoronaryHeartDisease_IschaemicHeartDisease_Chariot_snomed_plus_medcodeids.csv
89,164868007,4586131000006114,40,^ESCTEC458613,NA,ECG: anteroseptal infarction,256456013,NA,3,ECG: antero-septal infarct.,Ischaemic heart disease,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_separateOut.csv
90,164868007,256455012,2000,3233,3233,ECG: antero-septal infarct.,256455012,NA,3,ECG: antero-septal infarct.,Ischaemic heart disease,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_separateOut.csv
91,164868007,4586111000006115,20,^ESCTAN458611,NA,Anteroseptal infarction on electrocardiogram,2695135018,NA,3,ECG: antero-septal infarct.,Ischaemic heart disease,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_separateOut.csv
92,164869004,256457016,1000,3234,3234,ECG:posterior/inferior infarct,256457016,NA,3,ECG:posterior/inferior infarct,Ischaemic heart disease,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_separateOut.csv
93,164870003,256458014,600,3235,3235,ECG: subendocardial infarct,256458014,NA,3,ECG: subendocardial infarct,Ischaemic heart disease,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_separateOut.csv
94,164871004,256459018,500,3236,3236,ECG: lateral infarction,256459018,NA,3,ECG: lateral infarction,Ischaemic heart disease,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_separateOut.csv
95,164871004,4586221000006118,6,^ESCTLA458622,NA,Lateral infarction on electrocardiogram,2692104017,NA,3,ECG: lateral infarction,Ischaemic heart disease,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_separateOut.csv
96,164934002,256526019,5000,32F2,32F2.00,ECG: T wave abnormal,256526019,NA,3,ECG: T wave abnormal,Coronary Heart Disease,NA,['Lauren_codelist'],snomed_for_LW_codelist_using_Pieta_powerQuery_separateOut.csv
97,164934002,4587561000006112,1,^ESCTEK458756,NA,EKG: T wave abnormal,3300391012,NA,3,ECG: T wave abnormal,Coronary Heart Disease,NA,['Lauren_codelist'],snomed_for_LW_codelist_using_Pieta_powerQuery_separateOut.csv
98,165084003,256747018,30000,33B95,33B9500,Exercise tolerance test abnormal,256747018,NA,3,Exercise tolerance test abnormal,Coronary Heart Disease,NA,['Lauren_codelist'],snomed_for_LW_codelist_using_Pieta_powerQuery_separateOut.csv
99,165084003,256748011,70000,32131,3213100,Exercise ECG abnormal,256748011,NA,3,Exercise tolerance test abnormal,Coronary Heart Disease,NA,['Lauren_codelist'],snomed_for_LW_codelist_using_Pieta_powerQuery_separateOut.csv
100,165084003,4589101000006114,2,^ESCTEX458910,NA,Exercise ECG positive,256749015,NA,3,Exercise tolerance test abnormal,Coronary Heart Disease,NA,['Lauren_codelist'],snomed_for_LW_codelist_using_Pieta_powerQuery_separateOut.csv
101,165084003,2535824013,5000,32131-1,3213111,Positive exercise ECG test,2535824013,NA,3,Exercise tolerance test abnormal,Coronary Heart Disease,NA,['Lauren_codelist'],snomed_for_LW_codelist_using_Pieta_powerQuery_separateOut.csv
102,16837681000119104,14015031000006119,70,^ESCT1401503,NA,Myocardial infarction due to demand ischaemia,3779054018,NA,32,Myocardial infarction due to demand ischemia (disorder),Coronary Heart Disease,NA,['ManchesterGitHub'],coronary-heart-disease.snomed.txt
