,SnomedCTConceptId,medcodeid,Observations,OrigReadCode,CleansedReadCode,Term.x,SnomedDescriptionId,Release,EmisCodeCategoryId,Term.y,Disease,Otherinstructions,origin,Comments
30,193183000,297550019,7000,F3720,F372000,Acute painful diabetic neuropathy,297550019,NA,32,Acute painful diabetic neuropathy,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
31,193184006,297551015,10000,F3721,F372100,Chronic painful diabetic neuropathy,297551015,NA,32,Chronic painful diabetic neuropathy,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
32,193184006,14071331000006110,80,^ESCT1407133,NA,Chronic painful neuropathy due to diabetes mellitus,3789545016,NA,32,Chronic painful diabetic neuropathy,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
33,193185007,297552010,20000,F3722,F372200,Asymptomatic diabetic neuropathy,297552010,NA,32,Asymptomatic diabetic neuropathy,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
34,193185007,14071341000006117,200,^ESCT1407134,NA,Asymptomatic neuropathy due to diabetes mellitus,3789543011,NA,32,Asymptomatic diabetic neuropathy,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
35,19429009,309188016,70000,M27z,M27z.00,Chronic skin ulcer NOS,479493015,NA,32,type 1 diabetes mellitus with ulcer,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
36,19429009,479493015,100000,M27,M27..00,Chronic skin ulcer,479493015,NA,32,type 1 diabetes mellitus with ulcer,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
37,19429009,309187014,10000,M27y,M27y.00,Chronic ulcer of skin,32731010,NA,32,type 1 diabetes mellitus with ulcer,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
38,195302000,300505017,20000,G7320,G732000,Gangrene of toe,300505017,NA,32,[d]gangrene of toe in diabetic,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
39,195302000,317347010,1000,R0542,R054200,[D]Gangrene of toe in diabetic,300505017,NA,32,[d]gangrene of toe in diabetic,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
40,200687002,14071441000006113,50,^ESCT1407144,NA,Cellulitis of foot due to diabetes mellitus,3849964017,NA,32,cellulitis in diabetic foot,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
41,200687002,308360012,4000,M0372,M037200,Cellulitis in diabetic foot,308360012,NA,32,cellulitis in diabetic foot,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
42,201250006,4807571000006117,1,^ESCTIS480757,NA,Ischemic ulcer diabetic foot,309178017,NA,32,Ischaemic ulcer diabetic foot,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
43,201250006,14071551000006111,200,^ESCT1407155,NA,Ischaemic ulcer of foot due to diabetes mellitus,3789745018,NA,32,Ischaemic ulcer diabetic foot,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
44,201250006,309177010,20000,M2710,M271000,Ischaemic ulcer diabetic foot,309177010,NA,32,Ischaemic ulcer diabetic foot,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
45,201251005,309179013,40000,M2711,M271100,Neuropathic diabetic ulcer - foot,309179013,NA,32,Neuropathic diabetic ulcer - foot,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
46,201251005,13790061000006119,1000,^ESCT1379006,NA,Neuropathic ulcer of foot due to diabetes mellitus,3775803010,NA,32,Neuropathic diabetic ulcer - foot,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
47,201252003,309180011,30000,M2712,M271200,Mixed diabetic ulcer - foot,309180011,NA,32,mixed diabetic ulcer - foot,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
48,201724008,4808921000006113,700,^ESCTDI480892,NA,Diabetic neuropathic arthropathy,309740011,NA,32,IDDM with neuropath arthropath,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
50,201724008,913981000006115,40,C10EJ-2,C10EJ12,Insulin dependent diab mell with neuropathic arthropathy,309740011,NA,32,IDDM with neuropath arthropath,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
52,201724008,772131000006111,30,C108J,C108J00,Insulin dependent diab mell with neuropathic arthropathy,309740011,NA,32,IDDM with neuropath arthropath,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
54,201724008,616971000006114,10000,N0301,N030100,Diabetic Charcot's arthropathy,309739014,NA,32,IDDM with neuropath arthropath,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
56,201724008,13790071000006114,70,^ESCT1379007,NA,Neuropathic arthropathy due to diabetes mellitus,3775805015,NA,32,IDDM with neuropath arthropath,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
58,230572002,345486016,100000,F372-2,F372.12,Diabetic neuropathy,345486016,NA,32,Diabetic neuropathy,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
60,230572002,14072461000006116,1000,^ESCT1407246,NA,Neuropathy due to diabetes mellitus,3788985010,NA,32,Diabetic neuropathy,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
62,230572002,345487013,20000,C106-2,C106.12,Diabetes mellitus with neuropathy,345487013,NA,32,Diabetic neuropathy,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
64,230572002,881501000006110,5000,C106-99,C106.99,Diabetes + neuropathy,881501000006110,NA,32,Diabetic neuropathy,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
68,230575000,14072481000006114,1,^ESCT1407248,NA,Chronic painful polyneuropathy due to diabetes mellitus,3789546015,NA,32,Diabetic chronic painful polyneuropathy,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
69,230575000,5009561000006114,1,^ESCTDI500956,NA,Diabetic chronic painful polyneuropathy,345490019,NA,32,Diabetic chronic painful polyneuropathy,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
70,230577008,345492010,2000,F3y0,F3y0.00,Diabetic mononeuropathy,345492010,NA,32,Diabetic mononeuropathy,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
71,230577008,771371000006118,10,C108B,C108B00,Insulin dependent diabetes mellitus with mononeuropathy,345492010,NA,32,Diabetic mononeuropathy,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
72,230577008,913771000006115,10,C10EB-2,C10EB12,Insulin dependent diabetes mellitus with mononeuropathy,345492010,NA,32,Diabetic mononeuropathy,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
74,267604001,399419012,200,F3813,F381300,Myasthenic syndrome due to diabetic amyotrophy,399419012,NA,32,Myasthenic syndrome due to diabetic amyotrophy,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
75,280137006,764201000006110,5000,2G5C,2G5C.00,Foot abnormality - diabetes related,417658010,NA,32,foot abnormality - diabetes related,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
77,280137006,764191000006112,9000,2G510,2G51000,Foot abnormality - diabetes related,417658010,NA,32,foot abnormality - diabetes related,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
79,280137006,5634901000006116,1000,^ESCTDI563490,NA,Diabetic foot,417658010,NA,32,foot abnormality - diabetes related,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
81,314893005,84681000006118,1,C108H-1,C108H11,Type I diabetes mellitus with arthropathy,459294012,NA,32,Type 1 diabetes mellitus with arthropathy,Diabetes Neuropathy,NA,['Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
82,314893005,84311000006118,10,C108H-2,C108H12,Type 1 diabetes mellitus with arthropathy,459292011,NA,32,Type 1 diabetes mellitus with arthropathy,Diabetes Neuropathy,NA,['Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
83,314893005,459292011,60,C10EH,C10EH00,Type 1 diabetes mellitus with arthropathy,459292011,NA,32,Type 1 diabetes mellitus with arthropathy,Diabetes Neuropathy,NA,['Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
84,314893005,459294012,20,C10EH-1,C10EH11,Type I diabetes mellitus with arthropathy,459294012,NA,32,Type 1 diabetes mellitus with arthropathy,Diabetes Neuropathy,NA,['Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
86,314902007,84591000006119,8,C109F-2,C109F12,Type 2 diabetes mellitus with peripheral angiopathy,459308015,NA,32,Type II diabetes mellitus with peripheral angiopathy,Diabetes Neuropathy,NA,['Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
88,314902007,280561000006111,80,C109F,C109F00,Non-insulin-dependent diabetes mellitus with peripheral angiopathy,459307013,NA,32,Type II diabetes mellitus with peripheral angiopathy,Diabetes Neuropathy,NA,['Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
90,314902007,84961000006116,20,C109F-1,C109F11,Type II diabetes mellitus with peripheral angiopathy,459306016,NA,32,Type II diabetes mellitus with peripheral angiopathy,Diabetes Neuropathy,NA,['Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
92,314902007,459308015,300,C10FF,C10FF00,Type 2 diabetes mellitus with peripheral angiopathy,459308015,NA,32,Type II diabetes mellitus with peripheral angiopathy,Diabetes Neuropathy,NA,['Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
94,314902007,459306016,60,C10FF-1,C10FF11,Type II diabetes mellitus with peripheral angiopathy,459306016,NA,32,Type II diabetes mellitus with peripheral angiopathy,Diabetes Neuropathy,NA,['Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
96,314903002,84491000006118,10,C109G-2,C109G12,Type 2 diabetes mellitus with arthropathy,459310018,NA,32,Non-insulin dependent diabetes mellitus with arthropathy,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
99,314903002,14078401000006119,3,^ESCT1407840,NA,Arthropathy due to type 2 diabetes mellitus,3866404015,NA,32,Non-insulin dependent diabetes mellitus with arthropathy,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
102,314903002,459310018,200,C10FG,C10FG00,Type 2 diabetes mellitus with arthropathy,459310018,NA,32,Non-insulin dependent diabetes mellitus with arthropathy,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
105,314903002,459311019,50,C10FG-1,C10FG11,Type II diabetes mellitus with arthropathy,459311019,NA,32,Non-insulin dependent diabetes mellitus with arthropathy,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
108,314903002,84861000006112,3,C109G-1,C109G11,Type II diabetes mellitus with arthropathy,459311019,NA,32,Non-insulin dependent diabetes mellitus with arthropathy,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
111,314903002,459309011,8,C109G,C109G00,Non-insulin dependent diabetes mellitus with arthropathy,459309011,NA,32,Non-insulin dependent diabetes mellitus with arthropathy,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
114,314904008,459312014,40,C10FH-1,C10FH11,Type II diabetes mellitus with neuropathic arthropathy,459312014,NA,32,Type 2 diabetes mellitus with neuropathic arthropathy,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
116,314904008,84941000006115,10,C109H-1,C109H11,Type II diabetes mellitus with neuropathic arthropathy,459312014,NA,32,Type 2 diabetes mellitus with neuropathic arthropathy,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
118,314904008,281181000006116,20,C109H,C109H00,Non-insulin dependent diabetes mellitus with neuropathic arthropathy,459314010,NA,32,Type 2 diabetes mellitus with neuropathic arthropathy,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
120,314904008,459313016,900,C10FH,C10FH00,Type 2 diabetes mellitus with neuropathic arthropathy,459313016,NA,32,Type 2 diabetes mellitus with neuropathic arthropathy,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
122,314904008,84571000006115,20,C109H-2,C109H12,Type 2 diabetes mellitus with neuropathic arthropathy,459313016,NA,32,Type 2 diabetes mellitus with neuropathic arthropathy,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
127,367011000000100,692951000000111,700000,66Aq,66Aq.00,Diabetic foot screen,692951000000111,NA,1,Diabetic foot screen,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
129,39058009,616921000006113,2000,C106-1,C106.11,Diabetic amyotrophy,65526011,NA,32,Diabetic amyotrophy,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
130,39058009,12180791000006114,5,^ESCT1218079,NA,Diabetic lumbosacral plexopathy,3698330018,NA,32,Diabetic amyotrophy,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
131,39058009,14057771000006116,200,^ESCT1405777,NA,Lumbosacral radiculoplexus neuropathy due to diabetes mellitus,3793242010,NA,32,Diabetic amyotrophy,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
132,39058009,65526011,800,F3813-1,F381311,Diabetic amyotrophy,65526011,NA,32,Diabetic amyotrophy,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
133,39710007,771331000006116,80,C108H,C108H00,Insulin dependent diabetes mellitus with arthropathy,1229552016,NA,32,type 1 diabetes mellitus with arthropathy,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
134,39710007,1229552016,20,N030,N030.00,Arthropathy associated with endocrine and metabolic disorder,1229552016,NA,32,type 1 diabetes mellitus with arthropathy,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
135,39710007,459293018,6,C10EH-2,C10EH12,Insulin dependent diabetes mellitus with arthropathy,1229552016,NA,32,type 1 diabetes mellitus with arthropathy,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
136,401081006,1780286017,1000000,66Ac,66Ac.00,Diabetic peripheral neuropathy screening,1780286017,NA,1,Diabetic peripheral neuropathy screening,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
137,401191002,1780386019,800000,66Ab,66Ab.00,Diabetic foot examination,1780386019,NA,1,Diabetic foot examination,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
138,420436000,84531000006118,20,C109A-2,C109A12,Type 2 diabetes mellitus with mononeuropathy,2618201018,NA,32,type ii diabetes mellitus with mononeuropathy,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
140,420436000,14083761000006113,1,^ESCT1408376,NA,Mononeuropathy due to type 2 diabetes mellitus,3789623010,NA,32,type ii diabetes mellitus with mononeuropathy,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
142,420436000,84901000006117,30,C109A-1,C109A11,Mononeuropathy with type 2 diabetes mellitus,3697667019,NA,32,type ii diabetes mellitus with mononeuropathy,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
144,420436000,280521000006117,30,C109A,C109A00,Non-insulin dependent diabetes mellitus with mononeuropathy,3697667019,NA,32,type ii diabetes mellitus with mononeuropathy,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
146,420436000,914221000006113,300,C10FA,C10FA00,Type 2 diabetes mellitus with mononeuropathy,2618201018,NA,32,type ii diabetes mellitus with mononeuropathy,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
148,420436000,914231000006111,40,C10FA-1,C10FA11,Type II diabetes mellitus with mononeuropathy,3697667019,NA,32,type ii diabetes mellitus with mononeuropathy,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
